1423,colony,植民地
1424,palm,手のひら
1425,principal,主要な
1426,fold,折りたたむ
1427,string,ひも
1428,bay,湾
1429,cave,洞穴
1430,military,軍(隊)
1431,empire,帝国
1432,vanish,消える
1433,miracle,奇跡
1434,sum,合計
1435,prejudice,偏見
1436,valid,有効な
1437,comprehend,理解する
1438,ceiling,上限
1439,passion,情熱
1440,melt,溶ける
1441,fool,ばか者
1442,dawn,夜明け
1443,army,軍隊
1444,stare,じっと見る
1445,inhabitant,住民
1446,craft,手工業
1447,envelop,封筒
1448,pupil,生徒
1449,explode,爆発させる
1450,stupid,愚かな
1451,amazing,驚くべき
1452,swallow,飲み込む
1453,bare,裸の
1454,cartoon,マンガ
1455,pin,ピン
1456,cousin,いとこ
1457,engine,エンジン
1458,undertake,引き受ける
1459,tail,尾
1460,hero,英雄
1461,shortly,まもなく
1462,obey,従う
1463,wise,賢い
1464,fortune,運
1465,brand,商標
1466,greet,挨拶する
1467,silly,愚かな
1468,absence,不在
1469,bow,お辞儀する
1470,tongue,国語
1471,lively,活発な
1472,clue,手がかり
1473,shore,岸
1474,discrimination,差別
1475,scholar,学者
1476,undergo,経験する
1477,contest,競争
1478,fault,欠点
1479,chamber,会館
1480,seasonal,季節的な
1481,adequate,適切な
1482,core,核心
1483,secretary,秘書
1484,needle,針
1485,tight,きつい
1486,postpone,延期する
1487,symptom,徴候
1488,valley,谷
1489,trail,足跡
1490,column,欄
1491,seize,つかむ
1492,neat,小ぎれいな
1493,agriculture,農業
1494,charity,慈善
1495,justice,正義
1496,distribute,分配する
1497,seldom,めったに〜しない
1498,sustain,支える
1499,retain,維持する
1500,bound,〜行きの
1501,grave,墓
1502,apologize,謝る
1503,wrinkle,しわ
1504,fade,消えていく
1505,tune,調律
1506,federal,連邦の
1507,rural,田舎の
1508,export,輸出する
1509,resume,再び始める
1510,pigeon,鳩
1511,sunshine,日光
1512,intellectucal,知的な
1513,burst,破裂する
1514,sequence,連続
1515,wheel,車輪
1516,earthquake,地震
1517,soap,石鹸
1518,holy,神聖な
1519,drill,穴を開ける
1520,decorate,飾る
1521,shade,日陰
1522,faint,かすかな
1523,harbor,港
1524,obligation,義務
1525,reverse,逆
1526,royal,王の
1527,brilliant,りっぱな
1528,wrap,包む
1529,loan,ローン
1530,whisper,ささやき
1531,stock,在庫
1532,linguistic,言語の
1533,geography,地理学
1534,prefecture,県
1535,cast,投げる
1536,guilty,有罪の
1537,nap,昼寝
1538,substance,物質
1539,cheer,元気づける
1540,murder,殺す
1541,virus,ウイルス
1542,critic,批評家
1543,minister,大臣
1544,client,依頼人
1545,spell,(文字を)つづる
1546,secondary,第二位の
1547,genuine,本物の
1548,evil,邪悪
1549,plot,陰謀
1550,innovation,革新
1551,slope,斜面
1552,grip,握る
1553,delight,大喜び
1554,consult,(医者に)かかる
1555,cruise,巡航する
1556,assure,保証する
1557,freeze,凍る
1558,chapter,章
1559,bush,茂み
1560,ghost,幽霊
1561,net,正味の
1562,magnificent,壮大な
1563,sigh,ため息をつく
1564,pole,柱
1565,fulfill,(約束などを)果たす
1566,embarrass,当惑させる
1567,vertical,垂直の
1568,shelf,棚(板)
1569,gentle,優しい
1570,endurance,忍耐
1571,storage,貯蔵
1572,mud,泥
1573,interval,間隔
1574,port,港
1575,funeral,葬式
1576,brick,レンガ
1577,scold,叱る
1578,flash,ひらめき
1579,district,地区
1580,refugee,避難民
1581,arrow,矢
1582,prison,刑務所
1583,deaf,耳が聞こえない
1584,temporary,一時的な
1585,passive,受動的な
1586,pure,純粋な
1587,convention,代表者会議
1588,sneak,こっそり入る
1589,arrest,逮捕する
1590,campaign,(社会的)運動
1591,marine,海の
1592,poet,詩人
1593,acid,酸っぱい
1594,shadow,影
1595,invest,投資する
1596,circuit,周囲
1597,wipe,ふく
1598,heaven,天国
1599,wing,つばさ
1600,bomb,爆弾
1601,tube,管
1602,despair,絶望
1603,slide,滑る
1604,strip,はぐ
1605,convert,変える
1606,polish,磨く
1607,assembly,集会
1608,shed,こぼす
1609,absolute,絶対的な
1610,ladder,はしご
1611,neglect,怠る
1612,portrait,肖像(画)
1613,session,会期
1614,penalty,刑罰
1615,shallow,浅い
1616,inquire,尋ねる
1617,lord,主
1618,sword,剣
1619,humor,ユーモア
1620,hypothesis,仮説
1621,keen,鋭い
1622,external,外部の
1623,mist,もや
1624,chip,切れ端
1625,utility,有用性
1626,mutual,相互の
1627,stir,かき回す
1628,virtue,美徳
1629,cigarette,タバコ
1630,toll,犠牲(者)
1631,canal,運河
1632,modest,謙虚な
1633,dispute,口論
1634,administration,管理
1635,negotiate,交渉する
1636,splendid,素晴らしい
1637,weave,織る
1638,weapon,武器
1639,blind,目の見えない
1640,questionnaire,質問事項
1641,delicate,微妙な
1642,frequent,度々の
1643,grocery,食料雑貨店
1644,ensure,確実にする
1645,ritual,儀式
1646,steep,急勾配の
1647,tremendous,巨大な
1648,conquer,征服する
1649,darkness,暗さ
1650,deck,甲板
1651,assess,査定する
1652,moderate,穏やかな
1653,republic,共和国
1654,grasp,つかむ
1655,estate,地所
1656,deliberate,慎重な
1657,embrace,抱きしめる
1658,drain,排水管
1659,bind,縛る
1660,reform,改革
1661,relevant,関連のある
1662,controversy,論争
1663,venture,危険を冒して行う
1664,clay,粘土
1665,warmth,暖かさ
1666,pond,池
1667,abuse,濫用(悪用)
1668,descend,降りる
1669,candidate,候補者
1670,triumph,勝利
1671,pavement,舗装道路
1672,log,丸太
1673,cabinet,キャビネット
1674,cancellation,取り消し
1675,launch,発射する
1676,sponsor,後援者となる
1677,hemisphere,半球
1678,behalf,利益
1679,expire,満了する
1680,nasty,いやな
1681,sweep,掃く
1682,collapse,崩壊
1683,dismiss,解雇[免職]する
1684,cabin,小屋
1685,crawl,這う
1686,surgeon,外科医
1687,union,団結
1688,regime,(非民主的な)政権
1689,rub,こする
1690,miserable,惨めな
1691,tooth,歯
1692,usage,使用法
1693,seal,封印する
1694,digest,消化する
1695,relation,関係
1696,awkward,ぶざまな
1697,lung,肺
1698,coincidence,偶然の一致
1699,chief,長
1700,liberty,自由
1701,scope,範囲
1702,suspend,吊るす
1703,dominant,支配的な
1704,companion,仲間
1705,index,索引
1706,nonsense,無意味なことば
1707,infant,幼児
1708,affair,事件
1709,accommodation,宿泊
1710,elect,選ぶ
1711,rationally,合理的に
1712,squeeze,絞る
1713,margin,余白
1714,dormitory,寮
1715,flesh,肉
1716,conservative,保守的な
1717,consent,同意
1718,nightmare,悪夢(のような体験[状態])
1719,carriage,乗り物
1720,pebble,小石
1721,eggplant,ナス
1722,illusion,幻想
1723,scheme,計画
1724,thread,糸
1725,bitter,苦い
1726,skeptical,懐疑的な
1727,flame,炎
1728,resign,〜を辞する
1729,entitle,資格を与える
1730,swear,宣誓する
1731,wicked,邪悪な
1732,ambitious,大望[野心]のある
1733,regulate,規制[統制]する
1734,altogether,全く
1735,horizon,地[水]平線
1736,mayor,市長
1737,dull,退屈な
1738,extraordinary,並はずれた
1739,ugly,醜い
1740,infection,感染(症)
1741,bid,入札
1742,intercultural,異文化間の
1743,spoil,だめにする
1744,cupboard,食器棚
1745,molecule,分子
1746,forecast,予報
1747,sex,性
1748,supreme,最高の
1749,revenue,租税収入
1750,ban,禁止する
1751,snap,ポキンと折る
1752,council,会議
1753,scatter,ばらまく
1754,offense,違反
1755,lean,もたれる
1756,suicide,自殺
1757,initiative,主導
1758,recruit,募集する
1759,deposit,預ける
1760,stroke,発作
1761,cease,やめる
1762,cruel,残酷な
1763,inn,宿屋
1764,territory,領土
1765,carve,彫る
1766,resemble,〜に似ている
1767,rear,育てる
1768,invasion,侵入
1769,reckon,見なす
1770,liberal,寛大な
1771,optimistic,楽観主義の
1772,corporation,法人
1773,depart,出発する
1774,sector,部門
1775,rumor,うわさ
1776,bump,ぶつける
1777,pardon,許すこと
1778,trace,跡
1779,scarcely,ほとんど〜ない
1780,strain,痛める
1781,editor,編集者
1782,cheat,だます
1783,league,連盟
1784,monarch,君主
1785,output,出力
1786,grain,一粒
1787,sensation,感覚
1788,useless,役に立たない
1789,dignity,威厳
1790,acquaintance,知人
1791,pitch,投げる
1792,cliff,崖
1793,souvenir,みやげ
1794,donate,贈与する
1795,compromise,歩み寄る
1796,ambassador,大使
1797,pension,年金
1798,constitution,憲法
1799,draft,下書き
1800,compound,合成物
